V160001,V161078 - PRE: What is it that R dislikes about Republican Pres cand
300898,Everything. He's egotiscal. He has the temperment of a 5 year old. He is a racist. He is devisive. He has no experience in public service. I think he lacks the intelligence and the skill set and I think he makes rash statments. He doesn't think before he speaks. He seems completely unable to see truth from lies. I think he literally lives in his own world. How he got the nomination is beyond me. //
300900,
300901,"he is a fascist, racist, zenophobic failed b usiness man who has never held an elected office //"
300906,9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998
300910,THE RASH STATEMENTS//
300911,"HE IS VOIOTIL, INCONSISTENT, WILD CARD, DEMA GOD, HE USES FEAR TO DRAW PEOPLE TO HIS CAMPAIGN INSTEAD OF HOPE FOR A CHANGE, HE'S INCOHERANT A LOT OF THE TIME, HE SEEMS LIKE HE'S LYING THROUGH HIS TEETH MOST OF THE TIME, HE'S SAYS ONE THING THEN THE OPPOSITE, I DON'T TRUST HIM AT ALL//"
300912,
300916,"the wall, the racist side of it"
300917,He's a horribble person. He just says horrible things about people. Its hard for me to see leadership in that. He would be the leadre of a major country in this world and he doesn't even know how to talk to people with respect.
300920,His entire political mannerisms.  He seems to be a racisit.  He is a hypocritic.
300921,"arrogance, political qualifications//"
300924,GUN CONTROL AND HIS IDEA ABOUT INMIGRATION//
300925,He is very incautious in his language which is not an asset in being president.
300926,"he doesn't know how to shut his big mouth he is racist and sexist and overall discriminatiory, he doesn't know what he is doing he is ike a bulll in a china shop and will probably piss off all the other worls leaders//"
300927,it just i don't know i don't feel he would make a good president two or three times ive seen him on tv and he contradicts himself
300928,
300930,predijust//
300931,"he is racist, talks bad about women,he is against mexican workers, talks like an idiot//"
300935,"Masagonist. Hes very short temperedwhich is terrifying and a failed business man because of his numerous bankkuuptcies and hes a bigot. I think hes done a lot to divide our country. And honestly I dont think hes smart enough to be president,//"
300937,I would say that he tends to fly off the handle a bit// he needs to control his outburst
300940,Lack of knowledge about all areas
300947,
300953,everthing that comes out of his mouth//
300956,Sometimes he can get a little crazy and say some interesting things. //
300963,"UNPREDICTABLE//I DONT I JUST UHH, I SEE HIM JUST PUSHING A BOTTON TO SOLVE A PROBLEM, I THINK HE IS GOING TO PUT A SORE IN A BAD WAY"
300968,"not trustworthy, wild ideaws, unreliable liar//"
300970,
300973,"It's that the example he is setting for the nation, for the children. It seems like with him we are preparing for a fight instead of an election. What needs to happen for the nation as a whole. He is bickering more than what is on hand. Focusing on foolish stuff. We need to focus on the future. Some of the veterans childern have gotten hurt and he is focusing on what the veterans are doing for their children instead of the nation as a whole.//"
300976,I don't think he is a good business man as far as his employees for his company//think he is bit a wild card when he is challenge.
300977,
300979,HIS TEMPER//
300982,"I think we have some bad fiscal policies there, and bad foreign policyl, and finally some personality things that wouldn't make a very good leader. not a very consistent approach. //"
300983,"Suppose he changes his ideas to go in different direction. Hillary raised it 5 or 10 years ago, now Hillary's against it herself.//Major scandals.//"
300991,
300994,"He over speaks, he says the wrong things, he makes fun of the kids Ahhhhhhh, and the woman, just about every time he opens his mouth, he sticks his foot in it, but I'm still gonna vote for him, like most people are going to//He promises jobs and bringing jobs back to the country, and more honest from China, it's gotta be stopped//"
301000,"About the I don't want to brand him as racist. His choice of words and when he talks about women, its degrading. I understand freedom of speech, but as president, you don't have that freedom and rasing taxes. When they do the debates its better if they stop fighting with each other and just explains what his plans are because with his attitude its like asking for war. //"
301006,"I don't like the way that he speaks to people and I don't like the way he speaks to women, and the things that he says that belittle people.  He is a liar and he is never wrong.  I think that he is selfish.  I feel like he is uncontrollable.//"
301007,
301008,dont like the things he does and say because when  he started talking about Russia getting involved with American business and i dont think that anyone should be involved in the united states business
301010,
301011,He doesn't pay taxes.//He thinks he is going to build a wall//
301014,
301018,
301019,"everything, his take on immigration, his take on women, oh gosh, I woudlnt even know where to begin, his past, his deameanor"
301020,Everything. //
301023,
301024,
301026,//I believe he is weak on foreign policy. I think he's weak on foreign relations. he's racist. He's inexperienced politically.
301028,"just his history with his attitude and the thiings that he says as far as gropping women that kind of thing, he thinks its ok, hes got all that money he thinks he ca get away with anything // thats it"
301030,"His personality, his lack of experience, as i percieve his racism. Hatred and division he promotes.\\Building the wall I think is stupid."
301033,Just his off the cuff comments.//
