V160001,V161072 - PRE: What is it that R dislikes about Democratic Pres cand
405100,track record
405104,
405106,Her history
405109,
405116,For abortion
405119,
405128,
405131,
405135,"She is a woman, and that is her BEST quality."
405136,
405138,"Honesty, trustworthiness, waaaayyyyy too liberal"
405139,"Vote for Iraq war., Patriot act 2x.She & dems knew better.!"
405142,"untrustworthy, liar, murderer,thief, traitor to America"
405144,Questionable morals
405145,her history
405146,
405147,
405148,
405152,Her weakness to our Countries Security
405157,
405158,
405159,her integrity and policies
405163,"The emails she leaked killed people, I don't trust her"
405164,She's a crook and a liar
405168,Too liberal
405172,she is not President Material
405174,
405177,
405179,
405181,everything
405183,I don't trust her.
405184,not truthful/ career politician
405185,
405187,
405188,
405189,dishonesty
405190,
405192,
405197,Email scandal
405199,UNA POSIBLE AMMISTIA
405200,I feel like she is not honest
405204,more scandals in reference to improper decisions
405206,
405207,
405208,Everything
405209,shes a liar
405210,
405213,her past performance
405215,Be Honest
405216,"dishonest, supports ideology that are different from my own"
405219,
405223,trust
405225,almost everything about her
405227,
405231,Clinton dynasty
405242,
405243,Dishonesty and inability to connect with the public acting o
405245,Perception of secrecy and hiding
405248,
405250,
405254,
405256,
405259,Lying cheating she is not trust worthy
405260,
405271,Secret Email
405277,
405278,
405281,Shady past
405284,"criminal activities, lack of honesty"
405286,
405287,Her past with the emails and lying
405289,
405290,health care policy
405292,Political leanings and questionable honesty
405293,
405294,Her honesty.
405295,"her record, her historical political past/live"
405298,email
405299,
405301,
405305,
405312,She is a liar.  She sells out the American people to the hig
405313,
405314,She'll do or say anything to get elected. Can't be trusted.
405316,She wants gun control
405318,Continuation of status quo
405319,her lack of judgement concerning email scandal
405320,
405323,SHE IS NOT HONEST
405328,"I do not find her trustworthy, flip flops on major issues"
405330,pay to play. corruption. poor foriegn policy decisions
405332,Non trustworthy
405339,Clinton Foundation pay for play; email security violations
405340,Parties position on abortion
405341,"Education, issue of poverty"
405342,She's blatantly disrespected our country and judicial system
405349,
405350,
405352,"Liar, unsafe with our mililtary secrets, liberal"
405355,
405356,
405360,
405361,
405363,
405367,"Corrupt, Expansion of Government"
405370,Her position on past issues.
405375,LIAR
405381,"Late term abortions, email leaks, no morals"
405383,She is pro choice.
405385,
405388,Everything about her.
405390,
405392,Honesty
405394,Everything
405395,The Lies
405399,Liar and thief
405400,
405404,Her lying
405413,
405414,emails
405415,
405416,Her view on abortion and taxing the rich.
405419,Her dishonesty and corruption
405420,email scandal
405422,Because her husband's already been in there
405423,All the lies
405427,"She's a corporate Democrat, supported by banks/corporations."
405428,"lots: corruption/scandals; warmongering; untrustworthy, etc."
405429,
405432,lack of transparency
405434,Untrustworthy
405435,
405439,
405440,She's a woman
405450,Seems like the typical politician we have had recently.
405451,
405457,
405459,she lies and can't be trusted
405460,big government spending
405461,she abandoned  US troops
405462,
405464,Email scandal
405465,"She's a murderer, extremely corrupt, pathilogical liar"
405466,
405467,her lies
405468,
405471,She is a criminal and a lire.
405472,
405474,Her email scandal
405475,
405478,
405483,supports Monsanto and full term abortions
405484,She's corrupt and a liar
405485,corruption
405495,
405497,
405500,email problems
405501,Don't trust her
405508,does not tell the truth/deceitful
405510,The uncertainy in her answers
405513,
405523,She's a criminal
405525,SHE HAS A SHADY PAST
405527,
405530,"Pathological liar, 0 regard for rules, regulations or people"
405531,she is more interested in government than the needs of the p
405533,
405534,
405535,She is a criminal who can't stop lying
405536,
405538,
405541,
405542,"Lack of tranparency, tendency to cover up problems"
405544,Benghazi
405554,
405556,typical politician
405557,Liar
405558,DELETED EMAILS
405562,Upholds late abortion
405565,She is a liar and she's all bought up.
405569,Concerns about being 'owed' election; credibility
405570,"Dishonesty, treatment of military, nothing accomplished"
405576,seems not as forthcoming about certain issues
405578,N/a
405579,General disgust for her
405581,
405583,
405585,"Pro Abortion, Dishonesty"
405588,She's a statist
405589,
405593,
405596,
405598,The Supreme Court Appointments
405599,
405602,
405603,
405606,
405607,her lies
405610,she is a liar and radical socialist
405611,She is crooked.
405612,economical policy believes dating to the 1980's
405614,she a liar
405619,trust issues
405631,She lies; cannot be trusted;
405633,
405634,
405635,She has been making conflict.
405637,she might be too much of a politician & therefore lack heart
405638,
405639,lack of credibility
405645,She is disturbingly wrong and corrupt.
405646,"Her policies! Benghazi, the erased emails, abuse of power"
405648,
405649,
405651,"honesty, too liberal"
405654,
405655,DISHONESTY
405656,She is a liar
405660,Her tues to the system
405661,
405662,If Bernie Sanders launched a write in campaign
405664,better immigeraton policy
405665,Second amendment rights
405672,big bank connections
405673,
405674,
405676,her dishonest
405677,
405678,"dishonesty, law does not apply to her"
405679,Curruption
405681,Previous track record in the Senate
405684,
405685,
405688,
405689,Ser illegal la aborcion
405691,Unthruthfulness
405692,corrupt
405699,"The lying, the corporations she supports, wall street"
405701,"Bengazi, emails to the house, etc"
405703,
405706,NOT TRUST WORTHY
405707,
405708,immigrant stance and gun laws
405711,
405712,Not liberal enough.
405725,Unethical.  Benghazi. Questionable PMH.
405728,she is a thief and lair
405730,
405732,Can't be trusted. Female should not be president
405735,
405746,Her view on abortion
405748,
405751,
405752,She is a vote for more of the same ineffective governance.
405757,
405759,
405760,"pro GMO, untrustworthy"
405763,
405766,shes committed federL crimes and may be invoived in murders
405769,Dishonest and self-serving.
405778,She is a lier and crooked
405780,Supports abortions
405781,i don't trust her.
405782,
405785,She's a liar and a criminal
405786,
405788,
405789,
405790,don't like career politicans who lie
405791,"She comes across as a 'mean girl' , untrustworthy mostly"
405792,email problems
405793,She got caught lying too many times
405794,Do not trust her
405795,Honesty
405801,Lying and criminal history
405805,Untrustworthy
405811,Lies
405813,
405816,
405823,
405824,"She is a liar, and untrustworthy to run our country."
405826,"difficult to trust her, but comfortable with Prez Bill"
405827,
405829,Not trustworthy
405832,dishonest
405833,
405840,
405843,
405847,
405849,
405850,The drama around her private emails.
405852,"bad judgment, dishonest, wants big government, greedy"
405863,I find her untrustworthy.
405864,she has enough problems that follow her
405865,
405872,"more war, less freedom, corrupt, corporate influence,"
405875,Female
405877,She is opposed by Trump
405881,
405882,
405885,
405886,EMAILS
405887,she does not tell the truth
405888,
405891,Shifts views to make anyone happy
405895,nfh3mzjj
405897,
405902,she lies
405904,
405905,"Lies, too old, corrupt"
405909,
405911,
405917,She is a liar
405918,Dishonest
405922,
405923,Not truthful
405925,
405931,i don't trust her.  i feel she is dishonest
405933,She is a liar.
405935,Dishonest
405937,Bengazi and e-mail
405939,
405941,Corruption
405952,Trust Worthiness
405955,
405958,Her Voice and sorted political past.
405959,
405960,
405961,She not war ready
405965,
405967,
405969,her position against NoDAPL standing rock water protectors
405970,
405971,dishonest
405972,
405973,
405980,"List is to long. Trust, Woman, Her whole platform is not my"
405982,lying and dishonest and evil
405984,
405985,
405990,
405994,
405998,
406001,
406002,Not Trustworthy
406004,
406005,TOO HAWKISH
406013,
406016,untrustworthy
406017,She is not trustworthy
406018,
406022,e-mails
406023,She's a liar and murderer. She does not care about anyone.
406030,
406032,
406035,
406041,Her stand on abortion.
406042,questionable activity involvement
406043,
406044,unsure about foreign policies
406045,legal
406052,can't trust that she will be honest
406054,
406058,She is a lier and should be in jail
406060,
406066,Not trust
406070,
406073,"She's a liar,a cheat, and a fraud"
406076,
406080,She can't be trusted.
406081,I don't like anything about her or her family
406082,Experience and values
406084,"She is a politician, supports abortion and isn't trustworthy"
406094,Liar
406096,email scandal
406098,Honesty
406101,
406102,
406104,Integrity
406105,
406108,
406110,"long history of scandals, current affairs of corruption"
406112,
406114,everthing
406118,Multiple discrepanies in speeches
406119,
406123,
406127,Not trust worthy.
406131,Her e-mail issues
406133,
406134,Just dont agree with her
406135,
406136,Her sneaky and dishonest ways
406137,"A bit uninspiring (needed to make deals, not just get votes)"
406138,she is for globalism
406141,
406142,
406144,
406146,it's Hillary
406147,Liar coniver com artist
406148,Her lying to many people.
406153,"Not sincere, ethics problems, health issues"
406154,she is being investigated
406156,She is very sketchy
406159,
406160,Don't want same as what we have now.
406164,I don't trust her
406167,I don't like or trust her and find her annoying.
406170,
406174,"Too many to list, but include liar, arrogance, corruption"
406176,I Don't Trust Her
406181,Her lies
406186,liar
406193,
406194,
406196,
406198,
406202,
406203,Dishonesty
406204,I like her
406206,
406212,I don't think she is honest
406217,
406218,"Abortion, gay marriage, her dishonesty"
406221,she lies and is unethical
406224,
406225,
406226,
406227,"her quest for power, no interest in the USA"
406234,past record
406235,Previous track record
406237,no comment
406238,
406239,Her lies
406240,Dishonest
406243,
406245,
406247,
406248,
406249,corrupt
406252,Doesnt seem like strong candidate
406253,Her values
406254,
406257,
406258,
406259,Her background
406260,Email issues
406263,
406264,
406265,liar
406266,I believe anyone under federal investigation should not be a
406269,Trustworthiness and fear of 4 more years of the same.
406271,She doesn't always tell the truth
406275,"Lies on emails,but no apologies for it"
406280,
406284,She constantly lies
406285,AMERICA SHOULD NOT RUN BY FEW FAMILY
406288,to many lies
406291,Shes a liar
406294,I BELIEVE THAT SHE IS A LIER
406301,Abortion issue
406302,
406305,she is a crimanal
406306,
406307,She's a full out liar and hypocrite
406315,
406318,honesty
406320,Intretity
406322,
406324,SHE HAS NO MORALS
406325,
406329,Blatant Corruption
406333,
406335,Shes a liar and a cheat
406336,a history of corruption and questionable acts
406337,She is career politician and has broken major laws.
406339,
406344,
406346,
406347,Known to lie
406348,
406351,She is a liar and can't be trusted.
406353,
406354,"Her views on abortion, gay rights, gun rights, not honest"
406358,Color racial
406360,She's blatantly contrived and careerist.
406361,HER UNDERSTANDING ABOUT HOW OUR GOVERMENT IS RAN
406366,Dishonest about email server and Clinton legacy
406369,shes a liar
406370,
406371,She's a liar and a criminal
406374,
406375,lies
406376,She is a crook
406377,I don't really think you need to know
406381,
406382,Preference
406383,
406384,Corporate/wealthy agenda against the populace.
406386,
406387,her email scandal and the benghazi incident
406389,
406393,her dishonesty
406394,
406396,
406404,Bill Clinton's wife
406405,Benghazi and emails
406409,She's a liar
406410,
406412,
406415,
406420,Too slippery and has been getting away with too many things
406421,She in my opinion is corrupt and untruthful
406423,She has been involved in too many scandals
406425,be the same as obama
406433,Wall street and special interest politican
406436,everything
406437,
406448,
406454,She is a liar
406457,Previous situations that have me question her honesty
406458,Her views on guns
406459,Govt layoffs to balance the budget. white man hater.
406465,For abortion
406466,
406467,
406468,
406469,her honesty is questionable
406479,"Dishonesty, sneaky"
406480,NOT HONEST
406484,Sneaky
406489,
406490,Don't trust her
406492,
406495,I DO NOT TRUST HER
406501,
406502,"Lies, cover ups, socialist, insulting my intelligence"
406506,Too much baggage. Also don't like family dynasties
406507,Hawkish foreign policy
406508,
406511,History of corruption - Clinton Foundation and collusion
406513,Female
406519,
406526,
406527,Too soft on Syria and Iran
406528,she lies and should be in jail
406530,Everything
406531,
406538,Her dismal public record over the last 30 years
406541,"She comes off very stiff and guarded, with holding of info"
406542,
406543,
406544,her policies
406547,
406550,
406551,difference in opinions on certain policies
406552,She's been bought by lobbyists. She's a liar.
406553,
406554,
406559,Don t trust her
406563,UNTRUSTWORTHY; STANCE ON ABORTION
406569,criminal
406570,
406576,"She's a career politician, I'd like to see a business man ru"
406585,
406586,
406587,4 dead Americans in Benghazi
406592,I have never liked her/ policies/not the right fit for me
406594,Tired of hearing about her emails.
406596,Ethics
406600,not trust worthy
406601,"Dishonesty, lied about many events"
406605,
406608,She is dishonest.
406609,LACK OF HONESTY
406610,Clinton Foundation
406613,
406615,
406616,All policies and lack of credibility
406617,She is a fake
406620,
406621,"She's a traitor, and should be in prison."
406624,
406625,
406629,
406635,Lack of accepting where she has failed!
406636,Liar.....destroyed emails etc
406637,
406638,trust
406641,Trust factor
406642,
406643,
406645,
406646,"Don't like her tax policy, Obamacare, and I don't trust her."
406650,
406652,TO MANY BAD EVENTS IN HISTORY
406653,lier
406654,
406657,I think she lied about sending classified emails.
406658,"She is a liar, and can not be trusted, four dead in Benghazi"
406660,
406661,
406663,
406664,SHE'S BEEN IN WHITE HOUSE TO LONG ALREADY
406665,Not appearing truthful
406672,"Bad Previous decision, I dont care about the email scandal."
406675,
406678,Not being truthfull
406680,Her views on abortion and healthcare
406681,Her true integrity.
406682,"dismissive, questionable ethics"
406685,
406686,
406695,
406698,She seems like a people pleaser that just says what she thin
406699,honety
406702,
406704,
406705,I do not trust her like a wolf in sheep's clothing
406706,better canditate
406711,Dishonesty
406715,"deceitfulness, force abortion support on religious business"
406716,Passive military
406723,constant lies to the american people
406725,
406726,
406729,
406730,scandals
406731,
406732,"social programs fueled by taxes, lack of integrity, criminal"
406734,
406738,
406739,
406741,married to bill clointon
406743,
406746,"Power abuse,lying and back my the powers that backed Obama"
406747,
406749,She's a liar and untrustworthy
406750,
406751,Past scandals that involve her
406756,"She is a liar and a criminal,just like her husband!!! She is"
406758,Honesty and Integrity
406759,"She is a Democrat, I am a Republican"
406763,She  can't  control one man... surely she can't control Amer
406764,Everybody has faults. I won't agree with any on all subjects
406765,
406768,Benghazi
406771,
406774,
406775,
406776,
406780,Lack of trust
406782,
406784,She is not honest & very arrogant!
406786,abortion
406788,
406792,Ideas focused on Education
406793,
406794,
406799,
406804,
406806,"Her Supreme Court candidates, her dishonesty"
406808,
406811,Untrustworthy and sneaky
406812,Trying to ban guns
406814,"Lies, greed, corruption and sick"
406816,
406817,
406818,"fraud, dishonesty"
406820,
406823,I do not agree with her on any issue.
406826,I DONT FEEL LIKE SHE IS FIT FOR THE POSITION IN ANY ASPECT
406829,
406830,Liar
406837,She corrupt and cannot tell the truth
406839,
406840,
406841,"dishonest, criminal behavior, elitist"
406843,She's filled with lies & carries to much baggage in her life
406845,
406848,
406852,"1001 different scandals, also a poor choice"
406854,Not sure if she really wants the job or if she wants to be t
406857,
406862,
406863,trust
406864,
406866,
406867,Too liberal
406868,
406873,
406874,"Dishonest, unprincipled"
406877,Too Rash sometimes in campaigning against trump
406878,
406882,her e-mails scandal
406885,
406887,
406888,
406891,She seems dishonest and is an entrenched in the system
406894,EMAIL SCANDAL
406896,
406905,bengazi emails attitude
406906,Abortion
406908,Sketchy
406909,
406910,I don't trust her ethics. I think she is dishonest.
406914,Liar and deceiver
406917,Not given credit to American Soldiers
406919,
406924,Untrustworthy
406926,"Liar, thief, liberal, anti-capitalist, anti-american values,"
406929,
406930,
406933,
406934,
406936,
406940,
406945,
406947,
406948,
406949,
406950,
406951,"shady politician, establishment politician, stance on wars"
406953,Honesty
406955,Hillary Clinton is a liar and a criminal.
406956,Lack of Honesty
406958,
406959,Some of her policy stances (gun control) ect
406960,
406961,
406966,The arising email scandals that were hidden intentionally.
406967,no interest in border control
406968,That she lied about the emails.
406970,"she lies, the Clinton foundation, past history,E-mails,her h"
406972,The confidential emails she sent
406973,Not trustworthy
406975,
406978,
406979,
406985,Her health.
406986,She's a liar and fake
406987,
406989,Trust
406993,She is a liar and a criminal
406994,
406995,
406997,"Benghazi, emails, etc, etc"
406998,Corruption and involved in too many scandals.
407000,No creo mucho lo q dice
407003,
407009,Don't trust her. I think she owes to me favors/returns.
407010,
407011,e-mail scandal
407012,"honesty, trustworthiness"
407013,E-mail scandal
407019,LIAR
407021,
407024,"Paid Speeches, Lying about email, Foundation"
407027,some financial corruption and/or conflicted interest issues.
407032,
407037,Lies and manipulation
407039,Too moderate. Very establishment. dont trust her
407041,Hearing about her lieiny
407042,
407044,She is criminal
407050,
407055,
407065,
407071,Her Dishonesty
407072,better candidate
407075,Curruption
407076,abortion
407078,
407085,Liar...self serving ...phony
407086,Liar and Criminal
407088,
407090,
407096,Stance on gun control and dishonnesty
407100,Strongly an establishment candidate
407101,Her views on abortion
407104,Corrupt track record
407105,Her stand on abortion and her liberal inclination.
407106,The same beliefs of the present administration
407109,"Female, crazy, doesn't have American interest"
407114,
407116,Hispanos
407117,
407119,I QUESTION HER HONESTY
407122,lies
407123,She should be in jail.
407124,She lies about everything.
407125,
407130,
407133,Constant lies
407136,
407137,
407138,Her lies and deceptive demeanor
407141,
407143,Lying to the American People
407145,
407148,
407154,Poco confiable
407155,
407157,
407158,
407163,LOTS of things
407164,
407169,
407173,To much schandal
407174,
407175,
407176,
407177,
407178,"Personality, honesty issues, Party affilation"
407182,
407184,cant be trusted
407187,Dishonest
407188,
407191,lies
407192,in my opinion she seems to think she is above the law
407193,No comment
407195,
407198,
407201,For abortions
407203,"unsecured emails, unknown health condition, etc."
407204,Honesty
407205,"Her integrity, her performance while SoS"
407206,
407209,
407210,
407211,"Free education, who will pay for all the freebies"
407213,
407215,
407216,SHE IS UNACCOUNTABLE FOR HER ACTIONS.
407218,
407222,Transparency issues
407223,political views
407229,Email scandal
407231,dishonest
407233,
407236,"Lying, untrustworthy"
407238,
407240,Benghazi
407242,Corruption
407243,not truthful
407245,
407246,"corrupt, breaks laws, not interested in the 'people'"
407250,
407255,gun control.
407262,She's corrupt.
407263,
407268,Doesn't seem authentic.
407269,Christian
407270,If some illegal action was to be brought forth about her.
407272,Several things
407274,
407275,"liar, manipulator, fake, untrustworthy, derogatory, rich"
407276,no comment
407282,dishonesty
407286,
407288,Typical politician!
407290,
407292,
407298,She's pro abortion
407304,
407305,
407308,
407311,
407314,
407317,
407319,untrustworthy...liar
407321,"dishonest, politically tied to washington"
407324,She is an establishment candidate
407327,she is a liar
407328,
407333,she should be in jail
407336,dosent care about black african americans
407340,
407342,
407352,
407353,she plans to keep obamacare
407355,Everything about her is a lie. She's a pathological liar.  O
407357,
407364,she's a liar
407365,
407366,Dishonest
407368,
407373,She is a liar
407377,She has been hushed by money regarding National Health Care
407378,Too much negative baggage
407380,Scandals-does she believe laws apply to her?
407381,Gun control
407382,
407385,
407387,
407388,
407392,Her philosophy on how our government is to run is flawed.
407393,
407395,
407396,"Her character, I don't like liars"
407399,Also ignorance
407402,other countrys not respecting usa for having a women in offi
407405,
407407,Gun control
407409,"Lies,cheats the system, defrauds the public"
407412,not trustworthy
407414,
407423,The negatives around her campaign and the childish behavior
407426,
407428,
407430,Not Trustworthy  and a Socialist
407433,Lack of honesty
407434,criminal and likes to kill babies.
407436,she lies
407442,Progressive
407446,The email issue and national security
407447,
407449,arrogance social economic superiority
407450,
407451,the clintons are lair's and cheats
407455,Health concerns and truthfulness
407456,the leaked emails and benghazi
407458,A better choice
407460,"E-mails, Benghazi scandal, untrustworthy, ANTI-COAL"
407468,dishonest
407476,she lies
407479,Benghazi
407482,A career politician who thinks she is above the law.
407484,Doesn't like gays
407485,
407492,She is VERY liberal and will continue to destroy our nation.
407496,
407502,
407503,Not trust worthy and socially awkward.
407505,
407506,LIAR
407510,
407519,
407521,
407522,She's a Democrat
407527,Do not trust her
407528,
407529,she is a liar
407533,EVERYTHING SHE STANDS FOR
407534,
407536,Ethics issues that have arisen int he media
407537,
407539,
407541,
407542,Her time as Secretary of State
407546,email disclosure
407547,Her views on abortion
407548,
407549,She's a liar and not fit for office
407550,
407554,gun control
407558,
407559,
407561,
407562,Her ability to constantly lie and her bad health
407563,Guilty of FBI Investigatin but NO CONSEQUENCE
407565,"dishonest, elitist, oligarch"
407566,Untrustworthy
407568,
407573,
407576,Can't trust her
407578,
407580,"dishonest, does not love America, lies, lies, lies"
407581,
407582,
407586,"She is a democrat, dishonest, too liberal, pro-abortion"
407589,
407591,
407593,
407594,Inconsistant
407597,
407600,"Liar, corrupt"
407605,
407609,"Many things, liar, cheat, manipulater"
407610,she been caught in lies and get others to cover it up
407611,
407615,her disregard for national security
407617,she is a liar
407620,
407621,She is dishonest
407624,
407625,She is a liar and it doesn't seem that she has our best int
407626,
407636,Shes a lier on everything that comes out her mouth
407639,"Hawkish, lets US allies get away with poor human rights"
407640,the e-mail scandal
407642,
407643,Abortion stipulations
407645,"She is a liar, cheater, evil person."
407647,"I don't know her personally, but she doesn't appear to act w"
407648,If there was a better candidate
407651,"NWO, Open Borders, Lies, Cheats"
407653,
407654,
407655,possibly corrupt (Clinton Foundation vs. Secretary of State)
407657,Too much 'baggage' from being in public life so long
407658,
407659,"Lack of trust, too political, unstable, health"
407660,her criminal behavior and lying nature
407661,
407666,Everything she sucks
407667,
407670,her alliances with corporate money
407672,
407677,trust....can't believe her...national security
407678,
407679,Untrustworthy with confidential information
407681,
407685,She can be untruthful at times
407688,
407689,
407692,SHE LIES
407696,She is an untrustworthy progressive liberal.
407697,She's a liar
407698,
407700,"perceived lack of integrity, self-serving, will say anything"
407703,
407704,Liar
407705,
407706,
407707,Genocide against the unborn;  no moral compass
407708,"She is not personable, I don't like her."
407709,She is too liberal and does not tell the truth
407710,e-mails
407712,Chonic liar/Manipulator
407716,"She is very corrupt and unethical, in my opinion"
407717,"Total dishonesty, Lack of Integrity"
407721,"Liar, background"
407724,This box is too small to list it all
407725,
407726,
407727,
407729,I don't trust her
407732,Extreme leftest political views
407734,Ethics
407741,
407743,She is a liar and a traitor to our country.
407744,Attitude
407748,
407757,"Bengazi, Untrustworthy, Lost emails/violated laws"
407758,
407762,Serves big business before the people. Supports TPP. Lies.
407763,
407764,LIAR
407765,
407766,
407767,"Lack of character, is a democrat."
407770,Too liberal
407771,doesnt have citizens in her best interest
407779,
407782,
407787,She's a liar
407788,HER HUSBAND WAS IN OFFICE WE DONT NEED ANOTHER CLINTON
407789,The constant changes in her political stances.
407791,
407796,LAIR
407798,
407799,
407800,
